MIN,4
MIA,8
CAR,3
ATL,4
DET,4
CIN,4
NYJ,8
DEN,2
BAL,5
NYG,9
OAK,6
TEN,6
NO,5
DAL,4
NE,3
SEA,5
CLE,7
BUF,4
STL,7
CHI,3
TB,7
HOU,4
GB,4
WAS,5
JAC,6
KC,6
PHI,7
PIT,7
IND,8
ARI,3
SF,5
SD,3
J.Simpson,0
L.Green,0
JA.Brown,0
M.Goodwin,0
M.Reece,0
J.Charles,0
K.Britt,1
N.Jacobs,0
T.Eifert,1
A.Cleveland,0
R.Shepard,0
C.Coffman,0
A.Dobson,0
J.Kearse,0
A.Boldin,2
J.Avant,0
K.Stills,0
M.Davis,0
K.Smith,0
A.Ellington,0
T.Coleman,0
S.Vereen,0
G.Olsen,3
D.Street,0
V.McDonald,0
Z.Line,0
C.West,0
J.Dray,0
Z.Tipton,0
D.Fells,0
A.Sherman,0
J.O'Shaughnessy,0
J.Tamme,1
C.Matthews,0
T.Kroft,0
J.Cameron,0
C.Helfet,0
A.Jeffery,3
M.Bryant,3
A.Hunt,0
G.Celek,0
J.Rodgers,0
E.Sanders,3
M.Floyd,4
L.Stocker,0
A.Peterson,0
T.Yeldon,0
M.Wallace,0
M.Spaeth,0
C.Latimer,0
K.Lee,0
D.Smith,0
J.Janis,0
Z.Zenner,0
Z.Miller,1
G.Bernard,1
D.Waller,0
M.Jones,1
D.Robinson,0
A.Hawkins,0
T.Williams,0
J.Robinson,0
A.Cooper,4
Ja.Brown,0
A.Foster,0
E.Royal,0
B.Powell,0
T.Burton,0
T.Smith,1
D.Johnson,0
P.Richardson,0
R.Burkhead,0
C.Uzomah,0
M.Burton,0
M.Evans,4
J.James,0
J.Hardy,0
B.Ellington,0
F.Jackson,0
B.Tate,0
D.Young,0
D.Johnson Jr,0
J.Thomas,1
M.Williams,0
G.Barnidge,3
J.Ajayi,0
D.Lewis,0
Da.Williams,0
J.Nelson,1
T.Gurley,0
D.Jennings,0
B.Marshall,7
J.Allen,1
J.Randle,0
M.Brown,0
D.Penn,0
T.Wright,0
A.Ripkowski,0
L.Murray,0
K.Lamm,0
A.Seferian-Jenkins,1
J.Jones,8
J.Kerley,0
L.Willson,0
R.Gronkowski,5
G.Tate,0
R.Smith,0
K.Aiken,0
C.Spiller,0
J.Bell,0
A.Green,3
P.Parker,0
J.Olawale,0
S.Diggs,2
S.Johnson,0
J.Hunter,0
J.Forsett,0
R.Hewitt,0
Z.Stacy,0
K.Thompkins,0
A.Brown,7
L.Hankerson,1
D.Adams,0
R.Turbin,0
K.Martin,0
S.Ajirotutu,0
K.Davis,0
D.Williams,0
T.Taylor,0
T.Cadet,0
J.Hanna,0
J.Herndon,0
M.Mulligan,0
E.Flowers,0
J.Phillips,0
J.Butler,0
S.Smith,3
J.Perillo,0
B.Cooks,2
B.Watson,2
A.Humphries,0
R.Greene,0
K.Barner,0
T.Varga,0
A.Thielen,0
G.Davis,0
N.Washington,2
T.Moeaki,0
L.Miller,0
R.Matthews,2
C.Fiedorowicz,0
C.Davis,0
M.Campanaro,0
D.Sproles,0
S.Watkins,3
J.Hill,0
C.Hyde,0
J.Starks,0
D.Brown,0
C.Stevens,0
T.Lockett,0
L.Kendricks,0
L.Taliaferro,0
L.Smith,0
D.Funchess,0
D.Heyward-Bey,0
T.Gerhart,0
C.Patterson,0
JO.Brown,1
T.Niklas,0
M.Johnson,0
V.Davis,0
T.Alualu,0
J.Kuhn,0
B.Coleman,0
J.Graham,1
D.Harris,0
L.Blount,0
W.Johnson,0
J.Huff,0
M.Gordon,0
O.Beckham Jr.,7
C.Grant,0
C.Owusu,0
J.Cook,0
A.Quarless,0
N.Williams,0
R.Cooper,0
B.Oliver,0
M.Iupati,0
T.Jones,0
C.Wood,0
W.Welker,0
C.Johnson,1
R.Ross,0
J.Witten,0
A.Williams,0
S.Chandler,0
A.Robinson,4
C.Shorts III,0
E.Decker,1
C.Clay,1
T.Rawls,0
S.Draughn,0
J.White,1
B.Walters,0
O.Darkwa,0
M.Lewis,0
C.Meredith,0
M.Mariani,0
M.Stafford,0
R.Lockette,0
R.Nix,0
R.Hillman,0
L.Whitehead,0
M.Hoomanawanui,0
L.Fitzgerald,3
W.Tye,0
A.Hurns,3
B.Marquez,0
S.Bailey,0
G.Graham,0
N.Boyle,0
C.Harkey,0
A.Gates,0
J.Felton,0
T.Montgomery,0
J.Fisher,0
T.Bohanon,0
A.Blue,0
R.Rodgers,1
M.Moore,0
J.Stewart,0
J.Matthews,2
C.Michael,0
E.Ebron,0
C.Walford,0
C.Thompson,0
J.Hayne,0
B.Miller,0
D.McFadden,0
T.Riddick,0
K.Wright,1
A.Morris,0
G.Swaim,0
L.Moore,1
H.Douglas,0
P.DiMarco,0
J.Strong,0
C.Harbor,0
B.Celek,1
R.Woods,0
L.Toilolo,0
J.Doyle,0
M.Alford,0
J.Ross,0
R.Griffin,0
De.Williams,0
R.Streater,0
P.Garcon,0
B.Bolden,0
D.Thomas,3
C.Gillmore,1
B.Bell,0
D.McCluster,0
W.Snead,1
T.Murphy,0
D.Bowe,0
M.Austin,0
M.Asiata,0
B.Hartline,0
C.Polk,0
D.Murray,0
F.Whittaker,0
A.Johnson,0
B.Daniels,0
R.White,0
M.Pruitt,0
J.Reed,0
E.Lacy,0
L.Murphy,0
M.Gillislee,0
Z.Ertz,0
J.Stoneburner,0
P.Dorsett,0
K.Allen,3
C.Fleener,0
A.Holmes,0
R.Grant,0
D.Moncrief,2
T.Hilton,1
T.Benjamin,3
B.Parker,0
D.White,0
D.Sims,0
G.Escobar,0
S.Ridley,0
D.Jackson,0
V.Jackson,1
J.Grimes,0
R.Tannehill,0
D.Green-Beckham,1
Jo.Brown,1
R.Mathews,0
T.West,0
B.Quick,0
D.Hopkins,5
H.Miller,1
C.Anderson,0
A.Dixon,0
C.Givens,0
D.Herron,0
H.Nicks,0
V.Green,0
T.Kelce,1
Ka.Williams,0
J.Cotchery,0
K.Gaskins,0
Q.Patton,0
B.Butler,0
R.Helu,0
J.Thompson,0
T.Ward,0
N.Agholor,0
E.Dickson,0
B.LaFell,1
P.Supernaw,0
J.Norwood,0
Q.Enunwa,0
K.Juszczyk,0
C.Beasley,1
A.Caldwell,0
Mi.Williams,0
C.Brown,0
J.Cumberland,0
B.Pierce,0
J.Maclin,3
C.Worthy,0
R.Jennings,0
K.Mumphery,0
R.Ellison,0
J.Crowder,0
O.Daniels,1
B.Cunningham,0
B.Fowler,0
D.Inman,0
J.Wright,0
M.Ingram,0
T.Austin,0
S.Taylor,0
D.Amendola,2
M.Gray,0
T.Gabriel,0
J.Abbrederis,0
R.Randle,1
A.Wilson,0
F.Gore,0
T.Clutts,0
A.Bradshaw,0
M.Tolbert,0
M.Crabtree,3
B.Pettigrew,0
M.Lynch,0
A.Abdullah,0
C.Hogan,0
C.Shorts,0
S.Roberts,1
M.Lee,0
D.Walker,1
R.Housler,0
R.Bush,0
L.McCoy,0
K.Robinson,0
D.Martin,0
M.Wilson,1
C.Conley,0
J.Krause,0
D.Freeman,0
A.Fasano,0
R.Cobb,1
A.Roberts,0
D.Coleman,0
J.Cunningham,0
P.Harvin,0
L.Bell,0
B.Rainey,0
M.Wheaton,1
J.Lane,0
C.Fuller,0
E.Bibbs,0
G.Jennings,0
D.Dye,0
B.Bersin,0
S.Ware,0
D.Woodhead,0
T.Brady,0
M.Colston,1
M.Rivera,0
A.Andrews,0
B.Myers,0
M.Bennett,0
L.Dunbar,0
J.Gresham,0
J.Landry,2
M.Sanu,0
B.Sankey,0
J.Fowler,0
I.Crowell,0
M.White,0
D.Bryant,1
M.Easley,0
D.Baldwin,2
L.Donnell,0
C.Brate,0
J.Gray,0
G.Whalen,0
J.McKinnon,0
D.Parker,0
J.Langford,1
C.Sims,0
M.Forte,0
D.Allen,0
T.Mason,0
C.Ivory,0
C.Gragg,0
E.Weems,0
T.Graham,0
J.Edelman,1
J.Bellamy,0
D.Carrier,0
S.Coates,0
T.Ginn,0
K.Rudolph,1
